Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
MyD88	RFX1	RFX1	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	APT	APT	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	WNK1	WNK1	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	PGAM5	PGAM5	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	AGM1	AGM1	11	11	11	1	13	0	0	0	0	0	-30.88	0.85	0.6	
MyD88	TR112	TR112	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	PAK4	PAK4	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	KHDR1	KHDR1	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	MAGB3	MAGB3	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	ABCE1	ABCE1	19	19	19	1	3	1	1	1	1	1	12.06	6.33	0	
MyD88	PAK2	PAK2	6	6	6	1	0	1	1	1	1	1	10.04	60	0	
MyD88	NUP88	NUP88	8	8	8	1	7	0	0	0	0	0	-14.02	1.14	0.49	
MyD88	ECD	ECD	7	7	7	1	6	0	0	0	0	0	-11.95	1.17	0.48	
MyD88	FOXP1	FOXP1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	LAMB1	LAMB1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	ADNP	ADNP	20	20	20	1	19	0	0	0	0	0	-38.91	1.05	0.57	
MyD88	NSDHL	NSDHL	4	4	4	1	3	0	0	0	0	0	-5.73	1.33	0.37	
MyD88	NIBAN	NIBAN	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	NUP85	NUP85	19	19	19	1	24	0	0	0	0	0	-58.39	0.79	0.6	
MyD88	NUBPL	NUBPL	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	PPOX	PPOX	11	11	11	1	9	0	0	0	0	0	-16.74	1.22	0.51	
MyD88	SAM11	SAM11	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	CBX6	CBX6	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	NGBR	NGBR	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	UBA1	UBA1	6	6	6	1	2	0.58	0.58	0.58	0.58	0.58	0.3	3	0.05	
MyD88	PTPM1	PTPM1	5	5	5	1	6	0	0	0	0	0	-14.84	0.83	0.6	
MyD88	ABCBA	ABCBA	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	ZGPAT	ZGPAT	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	ODO1	ODO1	9	9	9	1	10	0	0	0	0	0	-23.14	0.9	0.6	
MyD88	FUMH	FUMH	14	14	14	1	5	0.68	0.68	0.68	0.68	0.68	0.76	2.8	0.04	
MyD88	UBC9	UBC9	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	TKT	TKT	39	39	39	1	38	0	0	0	0	0	-78.32	1.03	0.59	
MyD88	VEZF1	VEZF1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	SP16H	SP16H	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	FACR1	FACR1	6	6	6	1	9	0	0	0	0	0	-24.3	0.67	0.6	
MyD88	SRPRA	SRPRA	15	15	15	1	12	0	0	0	0	0	-21.53	1.25	0.54	
MyD88	VANG1	VANG1	11	11	11	1	26	0	0	0	0	0	-81.51	0.42	0.6	
MyD88	ERF1	ERF1	4	4	4	1	0	1	1	1	1	1	6.73	40	0	
MyD88	ARID2	ARID2	11	11	11	1	19	0	0	0	0	0	-53.58	0.58	0.6	
MyD88	GCR	GCR	17	17	17	1	33	0	0	0	0	0	-96.78	0.52	0.6	
MyD88	BOP1	BOP1	19	19	19	1	25	0	0	0	0	0	-62.1	0.76	0.6	
MyD88	CTBP1	CTBP1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	PRI2	PRI2	12	12	12	1	13	0	0	0	0	0	-29.36	0.92	0.6	
MyD88	CEP78	CEP78	9	9	9	1	23	0	0	0	0	0	-73.82	0.39	0.6	
MyD88	DHX40	DHX40	7	7	7	1	3	0.16	0.16	0.16	0.16	0.16	-1.65	2.33	0.23	
MyD88	NUBP2	NUBP2	7	7	7	1	7	0	0	0	0	0	-15.47	1	0.6	
MyD88	SC23A	SC23A	14	14	14	1	5	0.68	0.68	0.68	0.68	0.68	0.76	2.8	0.04	
MyD88	SC23B	SC23B	13	13	13	1	1	1	1	1	1	1	12.51	13	0	
MyD88	XCT	XCT	3	3	3	1	2	0.03	0.03	0.03	0.03	0.03	-3.65	1.5	0.3	
MyD88	KDM3B	KDM3B	8	8	8	1	1	1	1	1	1	1	5.81	8	0	
MyD88	COX11	COX11	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	TRIM3	TRIM3	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	RM54	RM54	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	TRIM6	TRIM6	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	MDN1	MDN1	57	57	57	1	84	0	0	0	0	0	-218.77	0.68	0.6	
MyD88	TCPB	TCPB	27	27	27	1	9	0.99	0.99	0.99	0.99	0.99	4.22	3	0	
MyD88	TCPA	TCPA	50	50	50	1	30	0	0	0	0	0	-35.11	1.67	0.57	
MyD88	TCPG	TCPG	48	48	48	1	30	0	0	0	0	0	-37.83	1.6	0.57	
MyD88	NDUS6	NDUS6	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	TCPE	TCPE	29	29	29	1	13	0	0	0	0	0	-6.01	2.23	0.39	
MyD88	TCPD	TCPD	24	24	24	1	12	0	0	0	0	0	-9.23	2	0.45	
MyD88	GHC1	GHC1	5	5	5	1	6	0	0	0	0	0	-14.84	0.83	0.6	
MyD88	TCPH	TCPH	28	28	28	1	7	1	1	1	1	1	11.2	4	0	
MyD88	TEX10	TEX10	8	8	8	1	11	0	0	0	0	0	-28.38	0.73	0.6	
MyD88	NINL	NINL	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	TCPQ	TCPQ	4	4	4	1	0	1	1	1	1	1	6.73	40	0	
MyD88	ORNT1	ORNT1	6	6	6	1	3	0.05	0.05	0.05	0.05	0.05	-2.97	2	0.28	
MyD88	MAGT1	MAGT1	5	5	5	1	6	0	0	0	0	0	-14.84	0.83	0.6	
MyD88	PGTA	PGTA	8	8	8	1	3	0.41	0.41	0.41	0.41	0.41	-0.38	2.67	0.11	
MyD88	TCPZ	TCPZ	53	53	53	1	22	0.01	0.01	0.01	0.01	0.01	-4.56	2.41	0.36	
MyD88	LKHA4	LKHA4	28	28	28	1	16	0	0	0	0	0	-17.34	1.75	0.52	
MyD88	MCTP2	MCTP2	27	27	27	1	33	0	0	0	0	0	-78.54	0.82	0.6	
MyD88	SMCA1	SMCA1	10	10	10	1	12	0	0	0	0	0	-28.81	0.83	0.6	
MyD88	QCR2	QCR2	35	35	35	1	38	0	0	0	0	0	-84.18	0.92	0.6	
MyD88	MLF2	MLF2	1	1	1	1	3	0	0	0	0	0	-10.43	0.33	0.6	
MyD88	NUP62	NUP62	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	AT2C1	AT2C1	12	12	12	1	12	0	0	0	0	0	-25.84	1	0.6	
MyD88	MECOM	MECOM	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	EAF6	EAF6	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	TRADD	TRADD	3	3	3	1	4	0	0	0	0	0	-10.69	0.75	0.6	
MyD88	CCPG1	CCPG1	10	10	10	1	7	0	0	0	0	0	-11.19	1.43	0.47	
MyD88	UTP15	UTP15	5	5	5	1	2	0.28	0.28	0.28	0.28	0.28	-0.95	2.5	0.12	
MyD88	UTP18	UTP18	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	ETFA	ETFA	11	11	11	1	8	0	0	0	0	0	-13.25	1.38	0.49	
MyD88	CLIC4	CLIC4	13	13	13	1	8	0	0	0	0	0	-10.48	1.62	0.46	
MyD88	ETFB	ETFB	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	K1C18	K1C18	16	16	16	1	33	0	0	0	0	0	-98.86	0.48	0.6	
MyD88	CLIC1	CLIC1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	UGDH	UGDH	5	5	5	1	3	0.01	0.01	0.01	0.01	0.01	-4.32	1.67	0.34	
MyD88	RS15A	RS15A	23	23	23	1	25	0	0	0	0	0	-55.73	0.92	0.6	
MyD88	RL13A	RL13A	25	25	25	1	30	0	0	0	0	0	-70.74	0.83	0.6	
MyD88	KCC1D	KCC1D	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	QCR8	QCR8	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	SRP72	SRP72	51	51	51	1	66	0	0	0	0	0	-161.2	0.77	0.6	
MyD88	PPAC	PPAC	12	12	12	1	9	0	0	0	0	0	-15.32	1.33	0.5	
MyD88	DYN2	DYN2	34	34	34	1	43	0	0	0	0	0	-104.02	0.79	0.6	
MyD88	DYN1	DYN1	18	18	18	1	21	0	0	0	0	0	-48.99	0.86	0.6	
MyD88	MGST3	MGST3	3	3	3	1	2	0.03	0.03	0.03	0.03	0.03	-3.65	1.5	0.3	
MyD88	DNMBP	DNMBP	17	17	17	1	7	0.13	0.13	0.13	0.13	0.13	-1.86	2.43	0.25	
MyD88	ERLN2	ERLN2	11	11	11	1	20	0	0	0	0	0	-57.49	0.55	0.6	
MyD88	DNM3A	DNM3A	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	MFN2	MFN2	11	11	11	1	15	0	0	0	0	0	-38.26	0.73	0.6	
MyD88	MFN1	MFN1	4	4	4	1	2	0.09	0.09	0.09	0.09	0.09	-2.27	2	0.25	
MyD88	MGST1	MGST1	3	3	3	1	9	0	0	0	0	0	-30.38	0.33	0.6	
MyD88	DIDO1	DIDO1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	TCP4	TCP4	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	KI13B	KI13B	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	SPAS2	SPAS2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	VMP1	VMP1	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	KCC2D	KCC2D	5	5	5	1	2	0.28	0.28	0.28	0.28	0.28	-0.95	2.5	0.12	
MyD88	CDA7L	CDA7L	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	PRDX6	PRDX6	36	36	36	1	25	0	0	0	0	0	-37.19	1.44	0.57	
MyD88	MPIP3	MPIP3	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	AKP13	AKP13	41	41	41	1	40	0	0	0	0	0	-82.46	1.02	0.59	
MyD88	PRDX1	PRDX1	21	21	21	1	14	0	0	0	0	0	-20.07	1.5	0.54	
MyD88	AP3S2	AP3S2	4	4	4	1	8	0	0	0	0	0	-24.17	0.5	0.6	
MyD88	CLGN	CLGN	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	AP3S1	AP3S1	1	1	1	1	4	0	0	0	0	0	-14.51	0.25	0.6	
MyD88	COR1C	COR1C	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	RABL6	RABL6	7	7	7	1	7	0	0	0	0	0	-15.47	1	0.6	
MyD88	UBAP2	UBAP2	6	6	6	1	5	0	0	0	0	0	-9.88	1.2	0.45	
MyD88	SMOC1	SMOC1	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	PITX1	PITX1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	OTUB1	OTUB1	21	21	21	1	16	0	0	0	0	0	-26.99	1.31	0.56	
MyD88	RABL3	RABL3	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	AK17A	AK17A	10	10	10	1	7	0	0	0	0	0	-11.19	1.43	0.47	
MyD88	FA13B	FA13B	1	1	1	1	5	0	0	0	0	0	-18.68	0.2	0.6	
MyD88	PMYT1	PMYT1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	MPRIP	MPRIP	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	CBL	CBL	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	RDH10	RDH10	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	IKBL1	IKBL1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	NUDC	NUDC	5	5	5	1	0	1	1	1	1	1	8.41	50	0	
MyD88	OGFR	OGFR	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	PDK4	PDK4	5	5	5	1	8	0	0	0	0	0	-22.28	0.62	0.6	
MyD88	XPO1	XPO1	47	47	47	1	52	0	0	0	0	0	-116.22	0.9	0.6	
MyD88	CDC5L	CDC5L	5	5	5	1	4	0	0	0	0	0	-7.8	1.25	0.42	
MyD88	RAC1	RAC1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	RUFY1	RUFY1	15	15	15	1	13	0	0	0	0	0	-25.03	1.15	0.55	
MyD88	OSTC	OSTC	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	NLE1	NLE1	6	6	6	1	0	1	1	1	1	1	10.04	60	0	
MyD88	TBB4B	TBB4B	107	107	107	1	123	0	0	0	0	0	-280.19	0.87	0.6	
MyD88	AP2A1	AP2A1	24	24	24	1	25	0	0	0	0	0	-54.25	0.96	0.6	
MyD88	KTN1	KTN1	25	25	25	1	12	0	0	0	0	0	-7.91	2.08	0.43	
MyD88	AP2A2	AP2A2	17	17	17	1	12	0	0	0	0	0	-18.72	1.42	0.53	
MyD88	SR140	SR140	20	20	20	1	9	0.01	0.01	0.01	0.01	0.01	-4.53	2.22	0.36	
MyD88	MY18A	MY18A	12	12	12	1	4	0.81	0.81	0.81	0.81	0.81	1.42	3	0.03	
MyD88	CSDE1	CSDE1	8	8	8	1	1	1	1	1	1	1	5.81	8	0	
MyD88	DPH2	DPH2	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	NU2M	NU2M	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	DPH6	DPH6	4	4	4	1	0	1	1	1	1	1	6.73	40	0	
MyD88	PSD10	PSD10	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	NSUN2	NSUN2	54	54	54	1	54	0	0	0	0	0	-112.95	1	0.6	
MyD88	NSUN5	NSUN5	9	9	9	1	1	1	1	1	1	1	7.12	9	0	
MyD88	S39A7	S39A7	8	8	8	1	5	0	0	0	0	0	-7.06	1.6	0.41	
MyD88	RL26L	RL26L	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	TBC9B	TBC9B	4	4	4	1	5	0	0	0	0	0	-12.76	0.8	0.6	
MyD88	DCAF1	DCAF1	8	8	8	1	21	0	0	0	0	0	-67.94	0.38	0.6	
MyD88	DCAF7	DCAF7	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	HCFC1	HCFC1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	NICA	NICA	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	MON1A	MON1A	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	TYY1	TYY1	10	10	10	1	10	0	0	0	0	0	-21.69	1	0.6	
MyD88	GLYM	GLYM	18	18	18	1	14	0	0	0	0	0	-24.26	1.29	0.55	
MyD88	DOLK	DOLK	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	S11IP	S11IP	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	ZCH18	ZCH18	3	3	3	1	2	0.03	0.03	0.03	0.03	0.03	-3.65	1.5	0.3	
MyD88	RAD9A	RAD9A	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	OGT1	OGT1	12	12	12	1	8	0	0	0	0	0	-11.86	1.5	0.47	
MyD88	MYCB2	MYCB2	77	77	77	1	116	0	0	0	0	0	-304.95	0.66	0.6	
MyD88	RRP7A	RRP7A	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	CHRD1	CHRD1	19	19	19	1	5	1	1	1	1	1	6.66	3.8	0	
MyD88	U5S1	U5S1	69	69	69	1	72	0	0	0	0	0	-154.66	0.96	0.6	
MyD88	PLPL6	PLPL6	20	20	20	1	22	0	0	0	0	0	-49.52	0.91	0.6	
MyD88	HXK1	HXK1	13	13	13	1	12	0	0	0	0	0	-24.39	1.08	0.55	
MyD88	HXK2	HXK2	13	13	13	1	8	0	0	0	0	0	-10.48	1.62	0.46	
MyD88	PHLA2	PHLA2	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	DCK	DCK	8	8	8	1	2	0.93	0.93	0.93	0.93	0.93	2.66	4	0.02	
MyD88	DNMT1	DNMT1	23	23	23	1	4	1	1	1	1	1	13.61	5.75	0	
MyD88	GSDME	GSDME	6	6	6	1	2	0.58	0.58	0.58	0.58	0.58	0.3	3	0.05	
MyD88	NDC1	NDC1	4	4	4	1	5	0	0	0	0	0	-12.76	0.8	0.6	
MyD88	MED24	MED24	3	3	3	1	7	0	0	0	0	0	-22.25	0.43	0.6	
MyD88	PLK1	PLK1	9	9	9	1	6	0	0	0	0	0	-9.12	1.5	0.44	
MyD88	GMDS	GMDS	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	MBNL1	MBNL1	3	3	3	1	2	0.03	0.03	0.03	0.03	0.03	-3.65	1.5	0.3	
MyD88	WDR61	WDR61	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	CUL1	CUL1	17	17	17	1	10	0	0	0	0	0	-11.85	1.7	0.47	
MyD88	CUL2	CUL2	15	15	15	1	10	0	0	0	0	0	-14.6	1.5	0.5	
MyD88	CUL3	CUL3	9	9	9	1	3	0.7	0.7	0.7	0.7	0.7	0.86	3	0.04	
MyD88	CN37	CN37	18	18	18	1	13	0	0	0	0	0	-20.79	1.38	0.54	
MyD88	PSDE	PSDE	7	7	7	1	7	0	0	0	0	0	-15.47	1	0.6	
MyD88	CLCN3	CLCN3	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	TONSL	TONSL	1	1	1	1	4	0	0	0	0	0	-14.51	0.25	0.6	
MyD88	E2AK2	E2AK2	7	7	7	1	4	0.01	0.01	0.01	0.01	0.01	-5.01	1.75	0.36	
MyD88	SAHH2	SAHH2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	MTU1	MTU1	6	6	6	1	7	0	0	0	0	0	-16.91	0.86	0.6	
MyD88	RU2A	RU2A	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	BRD9	BRD9	11	11	11	1	13	0	0	0	0	0	-30.88	0.85	0.6	
MyD88	KSR1	KSR1	4	4	4	1	5	0	0	0	0	0	-12.76	0.8	0.6	
MyD88	BRD7	BRD7	10	10	10	1	15	0	0	0	0	0	-40	0.67	0.6	
MyD88	TIM23	TIM23	6	6	6	1	5	0	0	0	0	0	-9.88	1.2	0.45	
MyD88	PLCE	PLCE	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	KAP2	KAP2	13	13	13	1	15	0	0	0	0	0	-35.02	0.87	0.6	
MyD88	UB2L3	UB2L3	9	9	9	1	0	1	1	1	1	1	14.79	90	0	
MyD88	WASL	WASL	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	KAT3	KAT3	10	10	10	1	5	0.01	0.01	0.01	0.01	0.01	-4.36	2	0.35	
MyD88	PRP39	PRP39	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	C1TM	C1TM	31	31	31	1	26	0	0	0	0	0	-47.69	1.19	0.58	
MyD88	RT11	RT11	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	NKAP	NKAP	3	3	3	1	4	0	0	0	0	0	-10.69	0.75	0.6	
MyD88	RT12	RT12	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	LYAR	LYAR	34	34	34	1	43	0	0	0	0	0	-104.02	0.79	0.6	
MyD88	RT14	RT14	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	RT17	RT17	3	3	3	1	2	0.03	0.03	0.03	0.03	0.03	-3.65	1.5	0.3	
MyD88	RT16	RT16	1	1	1	1	3	0	0	0	0	0	-10.43	0.33	0.6	
MyD88	PSD13	PSD13	11	11	11	1	11	0	0	0	0	0	-23.77	1	0.6	
MyD88	SRC8	SRC8	46	46	46	1	22	0	0	0	0	0	-13.56	2.09	0.49	
MyD88	RL1D1	RL1D1	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	DMD	DMD	10	10	10	1	9	0	0	0	0	0	-18.17	1.11	0.52	
MyD88	PI51A	PI51A	15	15	15	1	18	0	0	0	0	0	-42.79	0.83	0.6	
MyD88	ACADV	ACADV	1	1	1	1	3	0	0	0	0	0	-10.43	0.33	0.6	
MyD88	GCP3	GCP3	22	22	22	1	31	0	0	0	0	0	-79.5	0.71	0.6	
MyD88	DPOD2	DPOD2	9	9	9	1	5	0	0	0	0	0	-5.7	1.8	0.37	
MyD88	DPOD3	DPOD3	7	7	7	1	9	0	0	0	0	0	-22.62	0.78	0.6	
MyD88	DPOD1	DPOD1	37	37	37	1	40	0	0	0	0	0	-88.33	0.93	0.6	
MyD88	SUCA	SUCA	16	16	16	1	9	0	0	0	0	0	-9.81	1.78	0.45	
MyD88	NJMU	NJMU	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	ZFP91	ZFP91	3	3	3	1	5	0	0	0	0	0	-14.42	0.6	0.6	
MyD88	GCP6	GCP6	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	CMIP	CMIP	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	XPOT	XPOT	30	30	30	1	34	0	0	0	0	0	-77.43	0.88	0.6	
MyD88	PPM1G	PPM1G	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	RL31	RL31	5	5	5	1	7	0	0	0	0	0	-18.5	0.71	0.6	
MyD88	RL30	RL30	7	7	7	1	6	0	0	0	0	0	-11.95	1.17	0.48	
MyD88	ABCF3	ABCF3	17	17	17	1	13	0	0	0	0	0	-22.19	1.31	0.54	
MyD88	CHD1L	CHD1L	4	4	4	1	14	0	0	0	0	0	-48.67	0.29	0.6	
MyD88	MBB1A	MBB1A	75	75	75	1	122	0	0	0	0	0	-331.89	0.61	0.6	
MyD88	RL34	RL34	9	9	9	1	11	0	0	0	0	0	-26.75	0.82	0.6	
MyD88	RL38	RL38	19	19	19	1	30	0	0	0	0	0	-81.1	0.63	0.6	
MyD88	PAXI	PAXI	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	RAPH1	RAPH1	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	KIF7	KIF7	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	H12	H12	20	20	20	1	15	0	0	0	0	0	-24.92	1.33	0.55	
MyD88	RS23	RS23	45	45	45	1	53	0	0	0	0	0	-122.98	0.85	0.6	
MyD88	CISD1	CISD1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	UMPS	UMPS	12	12	12	1	14	0	0	0	0	0	-32.95	0.86	0.6	
MyD88	KPRA	KPRA	16	16	16	1	13	0	0	0	0	0	-23.6	1.23	0.55	
MyD88	PI42A	PI42A	6	6	6	1	8	0	0	0	0	0	-20.56	0.75	0.6	
MyD88	PI42B	PI42B	26	26	26	1	26	0	0	0	0	0	-54.88	1	0.6	
MyD88	RS21	RS21	5	5	5	1	2	0.28	0.28	0.28	0.28	0.28	-0.95	2.5	0.12	
MyD88	PDIA4	PDIA4	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	H15	H15	4	4	4	1	8	0	0	0	0	0	-24.17	0.5	0.6	
MyD88	COBL	COBL	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	TR150	TR150	4	4	4	1	0	1	1	1	1	1	6.73	40	0	
MyD88	PTH2	PTH2	4	4	4	1	1	0.72	0.72	0.72	0.72	0.72	0.95	4	0.03	
MyD88	CP131	CP131	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	ARHGA	ARHGA	10	10	10	1	10	0	0	0	0	0	-21.69	1	0.6	
MyD88	ECM29	ECM29	38	38	38	1	40	0	0	0	0	0	-86.83	0.95	0.6	
MyD88	ACAD9	ACAD9	29	29	29	1	30	0	0	0	0	0	-64.62	0.97	0.6	
MyD88	PSA	PSA	50	50	50	1	47	0	0	0	0	0	-94.1	1.06	0.6	
MyD88	LENG8	LENG8	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	LGAT1	LGAT1	2	2	2	1	4	0	0	0	0	0	-12.4	0.5	0.6	
MyD88	PTN11	PTN11	8	8	8	1	1	1	1	1	1	1	5.81	8	0	
MyD88	PTN12	PTN12	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	NNMT	NNMT	8	8	8	1	6	0	0	0	0	0	-10.52	1.33	0.46	
MyD88	GAPD1	GAPD1	25	25	25	1	19	0	0	0	0	0	-31.78	1.32	0.57	
MyD88	LRCH3	LRCH3	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	RS29	RS29	17	17	17	1	11	0	0	0	0	0	-15.27	1.55	0.5	
MyD88	SPTN2	SPTN2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	EPG5	EPG5	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	BAG2	BAG2	14	14	14	1	13	0	0	0	0	0	-26.47	1.08	0.55	
MyD88	BAG3	BAG3	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	BAG5	BAG5	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	MYO1E	MYO1E	60	60	60	1	46	0	0	0	0	0	-76.37	1.3	0.59	
MyD88	MYO1C	MYO1C	65	65	65	1	60	0	0	0	0	0	-118.18	1.08	0.6	
MyD88	MYO1B	MYO1B	40	40	40	1	29	0	0	0	0	0	-45.44	1.38	0.58	
